Common Name,Systematic Name
FRT1,YOR324C
YOR325W,YOR325W
MYO2,YOR326W
SNC2,YOR327C
PDR10,YOR328W
SCD5,YOR329C
YOR329W-A,YOR329W-A
MIP1,YOR330C
YOR331C,YOR331C
VMA4,YOR332W
YOR333C,YOR333C
MRS2,YOR334W
ALA1,YOR335C
YOR335W-A,YOR335W-A
KRE5,YOR336W
TEA1,YOR337W
YOR338W,YOR338W
UBC11,YOR339C
RPA43,YOR340C
RPA190,YOR341W
YOR342C,YOR342C
YOR343C,YOR343C
YOR343W-A,YOR343W-A
YOR343W-B,YOR343W-B
TYE7,YOR344C
YOR345C,YOR345C
REV1,YOR346W
PYK2,YOR347C
PUT4,YOR348C
CIN1,YOR349W
MNE1,YOR350C
MEK1,YOR351C
TFB6,YOR352W
SOG2,YOR353C
MSC6,YOR354C
GDS1,YOR355W
CIR2,YOR356W
SNX3,YOR357C
HAP5,YOR358W
VTS1,YOR359W
PDE2,YOR360C
PRT1,YOR361C
PRE10,YOR362C
PIP2,YOR363C
YOR364W,YOR364W
YOR365C,YOR365C
YOR366W,YOR366W
SCP1,YOR367W
RAD17,YOR368W
RPS12,YOR369C
MRS6,YOR370C
GPB1,YOR371C
NDD1,YOR372C
NUD1,YOR373W
ALD4,YOR374W
GDH1,YOR375C
YOR376W,YOR376W
YOR376W-A,YOR376W-A
ATF1,YOR377W
YOR378W,YOR378W
YOR379C,YOR379C
RDR1,YOR380W
FRE3,YOR381W
YOR381W-A,YOR381W-A
FIT2,YOR382W
FIT3,YOR383C
FRE5,YOR384W
YOR385W,YOR385W
PHR1,YOR386W
YOR387C,YOR387C
FDH1,YOR388C
YOR389W,YOR389W
YOR390W,YOR390W
HSP33,YOR391C
YOR392W,YOR392W
ERR1,YOR393W
YOR394C-A,YOR394C-A
PAU21,YOR394W
YOR396C-A,YOR396C-A
YRF1-8,YOR396W
HAT1,YPL001W
SNF8,YPL002C
ULA1,YPL003W
LSP1,YPL004C
AEP3,YPL005W
NCR1,YPL006W
TFC8,YPL007C
CHL1,YPL008W
TAE2,YPL009C
RET3,YPL010W
TAF3,YPL011C
RRP12,YPL012W
MRPS16,YPL013C
YPL014W,YPL014W
HST2,YPL015C
SWI1,YPL016W
IRC15,YPL017C
CTF19,YPL018W
VTC3,YPL019C
ULP1,YPL020C
ECM23,YPL021W
RAD1,YPL022W
MET12,YPL023C
RMI1,YPL024W
YPL025C,YPL025C
SKS1,YPL026C
SMA1,YPL027W
ERG10,YPL028W
SUV3,YPL029W
TRM44,YPL030W
PHO85,YPL031C
SVL3,YPL032C
SRL4,YPL033C
YPL034W,YPL034W
YPL035C,YPL035C
PMA2,YPL036W
EGD1,YPL037C
MET31,YPL038W
YPL038W-A,YPL038W-A
YPL039W,YPL039W
ISM1,YPL040C
YPL041C,YPL041C
SSN3,YPL042C
NOP4,YPL043W
YPL044C,YPL044C
VPS16,YPL045W
ELC1,YPL046C
SGF11,YPL047W
CAM1,YPL048W
DIG1,YPL049C
MNN9,YPL050C
ARL3,YPL051W
OAZ1,YPL052W
KTR6,YPL053C
LEE1,YPL054W
LGE1,YPL055C
LCL1,YPL056C
SUR1,YPL057C
PDR12,YPL058C
GRX5,YPL059W
YPL060C-A,YPL060C-A
MFM1,YPL060W
ALD6,YPL061W
YPL062W,YPL062W
TIM50,YPL063W
CWC27,YPL064C
VPS28,YPL065W
RGL1,YPL066W
YPL067C,YPL067C
YPL068C,YPL068C
BTS1,YPL069C
MUK1,YPL070W
YPL071C,YPL071C
UBP16,YPL072W
YPL073C,YPL073C
YTA6,YPL074W
GCR1,YPL075W
GPI2,YPL076W
YPL077C,YPL077C
ATP4,YPL078C
RPL21b,YPL079W
YPL080C,YPL080C
RPS9a,YPL081W
MOT1,YPL082C
SEN54,YPL083C
BRO1,YPL084W
SEC16,YPL085W
ELP3,YPL086C
YDC1,YPL087W
YPL088W,YPL088W
RLM1,YPL089C
RPS6a,YPL090C
GLR1,YPL091W
SSU1,YPL092W
NOG1,YPL093W
SEC62,YPL094C
EEB1,YPL095C
ERI1,YPL096C-A
PNG1,YPL096W
MSY1,YPL097W
MGR2,YPL098C
AIM43,YPL099C
ATG21,YPL100W
ELP4,YPL101W
YPL102C,YPL102C
FMP30,YPL103C
MSD1,YPL104W
SYH1,YPL105C
SSE1,YPL106C
YPL107W,YPL107W
YPL108W,YPL108W
YPL109C,YPL109C
GDE1,YPL110C
CAR1,YPL111W
PEX25,YPL112C
YPL113C,YPL113C
YPL114W,YPL114W
BEM3,YPL115C
HOS3,YPL116W
IDI1,YPL117C
MRP51,YPL118W
DBP1,YPL119C
YPL119C-A,YPL119C-A
VPS30,YPL120W
MEI5,YPL121C
TFB2,YPL122C
RNY1,YPL123C
SPC29,YPL124W
KAP120,YPL125W
NAN1,YPL126W
HHO1,YPL127C
TBF1,YPL128C
TAF14,YPL129W
SPO19,YPL130W
RPL5,YPL131W
COX11,YPL132W
RDS2,YPL133C
ODC1,YPL134C
YPL135C-A,YPL135C-A
ISU1,YPL135W
YPL136W,YPL136W
GIP3,YPL137C
SPP1,YPL138C
UME1,YPL139C
MKK2,YPL140C
FRK1,YPL141C
YPL142C,YPL142C
RPL33a,YPL143W
POC4,YPL144W
KES1,YPL145C
NOP53,YPL146C
PXA1,YPL147W
PPT2,YPL148C
ATG5,YPL149W
YPL150W,YPL150W
PRP46,YPL151C
RRD2,YPL152W
YPL152W-A,YPL152W-A
RAD53,YPL153C
PEP4,YPL154C
KIP2,YPL155C
PRM4,YPL156C
TGS1,YPL157W
AIM44,YPL158C
PET20,YPL159C
CDC60,YPL160W
BEM4,YPL161C
YPL162C,YPL162C
SVS1,YPL163C
MLH3,YPL164C
SET6,YPL165C
ATG29,YPL166W
REV3,YPL167C
YPL168W,YPL168W
MEX67,YPL169C
DAP1,YPL170W
OYE3,YPL171C
COX10,YPL172C
MRPL40,YPL173W
NIP100,YPL174C
SPT14,YPL175W
TRE1,YPL176C
CUP9,YPL177C
CBC2,YPL178W
PPQ1,YPL179W
TCO89,YPL180W
CTI6,YPL181W
YPL182C,YPL182C
RTT10,YPL183C
RTC6,YPL183W-A
MRN1,YPL184C
YPL185W,YPL185W
UIP4,YPL186C
MF(ALPHA)1,YPL187W
POS5,YPL188W
COA2,YPL189C-A
GUP2,YPL189W
NAB3,YPL190C
YPL191C,YPL191C
PRM3,YPL192C
RSA1,YPL193W
DDC1,YPL194W
APL5,YPL195W
OXR1,YPL196W
YPL197C,YPL197C
RPL7b,YPL198W
YPL199C,YPL199C
CSM4,YPL200W
YIG1,YPL201C
AFT2,YPL202C
TPK2,YPL203W
HRR25,YPL204W
YPL205C,YPL205C
PGC1,YPL206C
TYW1,YPL207W
RKM1,YPL208W
IPL1,YPL209C
SRP72,YPL210C
NIP7,YPL211W
PUS1,YPL212C
LEA1,YPL213W
THI6,YPL214C
CBP3,YPL215W
YPL216W,YPL216W
BMS1,YPL217C
SAR1,YPL218W
PCL8,YPL219W
RPL1a,YPL220W
FLC1,YPL221W
YPL222C-A,YPL222C-A
FMP40,YPL222W
GRE1,YPL223C
MMT2,YPL224C
YPL225W,YPL225W
NEW1,YPL226W
ALG5,YPL227C
CET1,YPL228W
YPL229W,YPL229W
USV1,YPL230W
FAS2,YPL231W
SSO1,YPL232W
NSL1,YPL233W
VMA11,YPL234C
RVB2,YPL235W
ENV7,YPL236C
SUI3,YPL237W
YPL238C,YPL238C
YAR1,YPL239W
HSP82,YPL240C
CIN2,YPL241C
IQG1,YPL242C
SRP68,YPL243W
HUT1,YPL244C
YPL245W,YPL245W
RBD2,YPL246C
YPL247C,YPL247C
GAL4,YPL248C
GYP5,YPL249C
RPL36b,YPL249C-A
ICY2,YPL250C
YPL250W-A,YPL250W-A
YPL251W,YPL251W
YAH1,YPL252C
VIK1,YPL253C
HFI1,YPL254W
BBP1,YPL255W
CLN2,YPL256C
YPL257W,YPL257W
YPL257W-A,YPL257W-A
YPL257W-B,YPL257W-B
THI21,YPL258C
APM1,YPL259C
YPL260W,YPL260W
YPL261C,YPL261C
FUM1,YPL262W
KEL3,YPL263C
YPL264C,YPL264C
DIP5,YPL265W
DIM1,YPL266W
ACM1,YPL267W
PLC1,YPL268W
KAR9,YPL269W
MDL2,YPL270W
ATP15,YPL271W
YPL272C,YPL272C
SAM4,YPL273W
SAM3,YPL274W
FDH2,YPL275W
YPL276W,YPL276W
YPL277C,YPL277C
YPL278C,YPL278C
YPL279C,YPL279C
HSP32,YPL280W
ERR2,YPL281C
PAU22,YPL282C
YRF1-7,YPL283C
YPL283W-A,YPL283W-A
YPL283W-B,YPL283W-B
CIT3,YPR001W
YPR002C-A,YPR002C-A
PDH1,YPR002W
YPR003C,YPR003C
AIM45,YPR004C
HAL1,YPR005C
ICL2,YPR006C
REC8,YPR007C
HAA1,YPR008W
SUT2,YPR009W
RPA135,YPR010C
YPR010C-A,YPR010C-A
YPR011C,YPR011C
YPR012W,YPR012W
CMR3,YPR013C
YPR014C,YPR014C
YPR015C,YPR015C
TIF6,YPR016C
YPR016W-A,YPR016W-A
DSS4,YPR017C
RLF2,YPR018W
MCM4,YPR019W
ATP20,YPR020W
AGC1,YPR021C
YPR022C,YPR022C
EAF3,YPR023C
YME1,YPR024W
CCL1,YPR025C
ATH1,YPR026W
YPR027C,YPR027C
YOP1,YPR028W
APL4,YPR029C
CSR2,YPR030W
NTO1,YPR031W
SRO7,YPR032W
HTS1,YPR033C
ARP7,YPR034W
GLN1,YPR035W
VMA13,YPR036W
YPR036W-A,YPR036W-A
ERV2,YPR037C
YPR038W,YPR038W
YPR039W,YPR039W
TIP41,YPR040W
TIF5,YPR041W
PUF2,YPR042C
RPL43a,YPR043W
YPR044C,YPR044C
THP3,YPR045C
MCM16,YPR046W
MSF1,YPR047W
TAH18,YPR048W
ATG11,YPR049C
YPR050C,YPR050C
MAK3,YPR051W
NHP6a,YPR052C
YPR053C,YPR053C
SMK1,YPR054W
SEC8,YPR055W
TFB4,YPR056W
BRR1,YPR057W
YMC1,YPR058W
YPR059C,YPR059C
ARO7,YPR060C
JID1,YPR061C
FCY1,YPR062W
YPR063C,YPR063C
YPR064W,YPR064W
ROX1,YPR065W
UBA3,YPR066W
ISA2,YPR067W
HOS1,YPR068C
SPE3,YPR069C
MED1,YPR070W
YPR071W,YPR071W
NOT5,YPR072W
LTP1,YPR073C
TKL1,YPR074C
YPR074W-A,YPR074W-A
OPY2,YPR075C
YPR076W,YPR076W
YPR077C,YPR077C
YPR078C,YPR078C
MRL1,YPR079W
TEF1,YPR080W
GRS2,YPR081C
DIB1,YPR082C
MDM36,YPR083W
YPR084W,YPR084W
ASA1,YPR085C
SUA7,YPR086W
VPS69,YPR087W
SRP54,YPR088C
YPR089W,YPR089W
NVJ2,YPR091C
YPR092W,YPR092W
ASR1,YPR093C
RDS3,YPR094W
SYT1,YPR095C
YPR096C,YPR096C
YPR097W,YPR097W
YPR098C,YPR098C
YPR099C,YPR099C
MRPL51,YPR100W
SNT309,YPR101W
RPL11a,YPR102C
PRE2,YPR103W
FHL1,YPR104C
COG4,YPR105C
ISR1,YPR106W
YTH1,YPR107C
RPN7,YPR108W
YPR108W-A,YPR108W-A
YPR109W,YPR109W
RPC40,YPR110C
DBF20,YPR111W
MRD1,YPR112C
PIS1,YPR113W
YPR114W,YPR114W
RGC1,YPR115W
RRG8,YPR116W
YPR117W,YPR117W
MRI1,YPR118W
CLB2,YPR119W
CLB5,YPR120C
THI22,YPR121W
AXL1,YPR122W
YPR123C,YPR123C
CTR1,YPR124W
YLH47,YPR125W
YPR126C,YPR126C
YPR127W,YPR127W
ANT1,YPR128C
SCD6,YPR129W
YPR130C,YPR130C
NAT3,YPR131C
RPS23b,YPR132W
SPN1,YPR133C
TOM5,YPR133W-A
MSS18,YPR134W
CTF4,YPR135W
YPR136C,YPR136C
YPR137C-A,YPR137C-A
YPR137C-B,YPR137C-B
RRP9,YPR137W
MEP3,YPR138C
LOA1,YPR139C
TAZ1,YPR140W
KAR3,YPR141C
YPR142C,YPR142C
RRP15,YPR143W
NOC4,YPR144C
YPR145C-A,YPR145C-A
ASN1,YPR145W
YPR146C,YPR146C
YPR147C,YPR147C
YPR148C,YPR148C
NCE102,YPR149W
YPR150W,YPR150W
SUE1,YPR151C
URN1,YPR152C
YPR153W,YPR153W
PIN3,YPR154W
NCA2,YPR155C
TPO3,YPR156C
TDA6,YPR157W
YPR158C-C,YPR158C-C
YPR158C-D,YPR158C-D
CUR1,YPR158W
YPR158W-A,YPR158W-A
YPR158W-B,YPR158W-B
YPR159C-A,YPR159C-A
KRE6,YPR159W
YPR160C-A,YPR160C-A
GPH1,YPR160W
YPR160W-A,YPR160W-A
SGV1,YPR161C
ORC4,YPR162C
TIF3,YPR163C
MMS1,YPR164W
RHO1,YPR165W
MRP2,YPR166C
MET16,YPR167C
NUT2,YPR168W
JIP5,YPR169W
YPR169W-A,YPR169W-A
YPR170C,YPR170C
YPR170W-A,YPR170W-A
YPR170W-B,YPR170W-B
BSP1,YPR171W
YPR172W,YPR172W
VPS4,YPR173C
YPR174C,YPR174C
DPB2,YPR175W
BET2,YPR176C
YPR177C,YPR177C
PRP4,YPR178W
HDA3,YPR179C
AOS1,YPR180W
SEC23,YPR181C
SMX3,YPR182W
DPM1,YPR183W
GDB1,YPR184W
ATG13,YPR185W
PZF1,YPR186C
RPO26,YPR187W
MLC2,YPR188C
SKI3,YPR189W
RPC82,YPR190C
QCR2,YPR191W
AQY1,YPR192W
HPA2,YPR193C
OPT2,YPR194C
YPR195C,YPR195C
YPR196W,YPR196W
YPR197C,YPR197C
SGE1,YPR198W
ARR1,YPR199C
ARR2,YPR200C
ARR3,YPR201W
YPR202W,YPR202W
YPR203W,YPR203W
YPR204C-A,YPR204C-A
YPR204W,YPR204W
ZOD1,ZOD1
